publication, user, type, topic, publication_description, quality, num_likes, num_comments, num_share, date, users_tagged
2584,506,Video,TV show,Kid watching Better Call Saul,0.8311053102733535,12,2,1,206,2
2585,479,Image,Music Artist,Viñarock tickets,0.9583755375734236,5,1,1,206,3
2586,89,Video,TV show,Tv comedy,0.6912092701515044,9,2,1,206,2
2587,32,Image,Computer games,Red Nintendo DS,0.16033827406771095,2,1,1,206,8
2588,615,Image,TV show,Dog watching the TV,0.6060365476847027,3,3,2,206,2
2589,380,Video,TV show,Watching the TV having dinner,0.5653960650740728,6,4,2,206,3
2590,903,Image,Sports,Tokio Olympic games,0.1352907672263094,1,0,0,206,4
2591,817,Image,Sports,Family running on the beach,0.5240414343716886,8,2,1,206,8
2592,209,Video,TV show,Breaking bad scene,0.6224367196776648,7,2,2,207,7
2593,732,Image,Music Artist,Eminem singing on NFL,0.10875916943422403,2,1,1,207,6
2594,395,Video,Sports,Playing paddle,0.21063575692630632,0,0,0,207,1
2595,931,Video,Music Artist,Boy and girl dancing,0.643359053892868,4,1,1,207,3
2596,334,Video,TV show,Black Batman costume,0.9192945559757875,13,2,2,207,3
2597,67,Image,Sports,Family running on the beach,0.5375421052057281,8,3,3,207,0
2598,589,Video,Food,Spanish Cuisine,0.30116308608769493,1,0,0,207,4
2599,781,Video,Music Artist,Driving a car with music,0.06943500254303236,1,0,0,207,5
2600,677,Image,Sports,Playing paddle,0.17599820275356748,1,1,1,207,9
2601,691,Image,TV show,Tv comedy,0.8885226546680024,19,6,5,207,2
2602,38,Image,Music Artist,AC/DC playing the guitar,0.37173482346752007,2,2,2,207,1
2603,518,Image,Music Artist,Rap battle on the street,0.7593544484648392,13,4,2,207,6
2604,12,Image,Sports,Visitors watching the Camp Nou,0.3869599212015784,1,0,0,207,5
2605,925,Image,Music Artist,1M of assistants in a concert,0.19027647165170436,1,0,0,207,5
2606,563,Image,Drink Brand,Beer competition,0.3457829664079408,0,0,0,207,6
2607,534,Image,Sports,Kid playing tennis,0.3207924057438405,2,1,1,207,8
2608,854,Image,Music Artist,Listening queen on the bed,0.05208105554348064,0,0,0,207,9
2609,439,Image,TV show,Kid watching Better Call Saul,0.6255481923786792,8,1,1,207,2
2610,607,Text,TV show,Black Batman costume,0.7117704513820928,9,2,1,207,2
2611,792,Video,TV show,The Great British Baking Show,0.12144340071068038,1,0,0,207,2
2612,760,Image,Sports,Kid playing tennis,0.8060233527558127,11,2,2,207,6
2613,786,Text,TV show,Arcane breaking rankings,0.7714532538988937,11,7,6,208,7
2614,576,Video,Animals,Book of 100 animals,0.8646923363820815,19,7,6,208,9
2615,253,Text,TV show,Black Batman costume,0.8294756682947878,18,4,4,208,8
2616,847,Image,Food,Spanish Cuisine,0.7953275781741517,5,2,2,208,4
2617,269,Image,Sports,Mbappe coming to Madrid,0.8965044722585244,21,7,6,208,1
2618,867,Video,Sports,Family running on the beach,0.40320712877349896,1,0,0,208,6
2619,600,Video,TV show,Tv comedy,0.3445203391711329,0,0,0,208,3
2620,914,Image,Computer games,Auronplay playing Minecraft,0.3611303225161753,4,2,2,208,4
2621,378,Video,Animals,Happy zebra playing on the floor,0.9960501125512913,28,6,4,208,8
2622,177,Video,Sports,Palau Blaugrana show,0.9509345710568632,13,6,1,208,2
2623,706,Text,News and present,The billionaire space race,0.41692410036652994,1,0,0,208,4
2624,315,Text,TV show,Kid watching Better Call Saul,0.3380652951890617,0,0,0,208,2
2625,710,Image,Animals,Sad dog playing with a ball,0.43072250049990346,1,0,0,209,4
2626,402,Text,Music Artist,AC/DC playing the guitar,0.7967849302698604,7,2,2,209,1
2627,407,Image,TV show,Black Batman costume,0.9622477974538626,16,5,2,209,0
2628,11,Video,Sports,Lakers vs Miami match,0.25946083112115903,2,1,1,209,5
2629,667,Image,Animals,Rabbit sleeping,0.5330081136088064,3,1,0,209,3
2630,270,Image,Animals,Cat eating,0.9026135350587429,28,14,12,209,1
2631,294,Image,Sports,Cat playing football,0.4193349054132496,5,1,1,209,7
2632,383,Text,Drink Brand,Beer competition,0.43157737161288945,4,2,1,209,9
2633,828,Image,Drink Brand,Playing football with Gatorade,0.03643564769694174,0,0,0,209,2
2634,79,Text,TV show,Tv comedy,0.8167100370222831,16,3,3,209,6
2635,427,Image,Music Artist,Viñarock tickets,0.8370199970433994,5,0,0,210,3
2636,986,Video,Music Artist,1M of assistants in a concert,0.7371695650665454,7,0,0,210,3
2637,77,Text,Music Artist,Eminem singing on NFL,0.8152536887688706,14,5,4,210,1
2638,180,Image,Drink Brand,Disco dance,0.9280680409206263,34,15,10,210,2
2639,117,Video,Sports,Visitors watching the Camp Nou,0.42041899849666,5,0,0,210,2
2640,478,Image,News and present,Fight for women,0.25594215157244493,0,0,0,210,1
2641,161,Video,Animals,Cat eating,0.5376346613247601,3,1,0,210,4
2642,419,Image,Music Artist,Eminem singing on NFL,0.5250282690224738,3,0,0,210,3
2643,211,Text,Animals,Human touching a parrot,0.2156996572726434,2,1,1,210,5
2644,440,Text,Food,McDonald’s burger and sauces,0.42631139835842025,2,0,0,210,5
2645,322,Text,TV show,Arcane breaking rankings,0.15711247307635468,0,0,0,210,6
2646,705,Image,Travels,Taj Mahal sunset,0.6204986581069605,8,3,2,210,7
2647,523,Text,TV show,Dog watching the TV,0.32829035885637314,4,1,1,210,9
2648,650,Image,Animals,Brown cat jumping,0.2009698953271878,2,1,0,210,2
2649,749,Video,Food,Local food contest,0.9456398514342187,4,1,1,210,2
2650,999,Video,Animals,Cat with glasses and smiling,0.38511658447908725,1,0,0,210,0
2651,503,Image,Animals,Grey cat jumping,0.8142045626352546,29,9,7,210,5
2652,120,Text,TV show,Kid watching Better Call Saul,0.75412955398867,7,0,0,210,6
2653,311,Text,Drink Brand,Red bull event,0.8933184356482636,14,7,5,211,6
2654,898,Image,Food,Oven cleaning,0.17224591966089786,1,1,1,211,6
2655,753,Video,Drink Brand,Heineken advertisement,0.27903439941937436,4,2,1,211,0
2656,266,Image,Computer games,Flappy bird creator,0.719613152904492,20,8,5,211,4
2657,783,Video,Food,Chorizo a la sidra,0.2365860028353508,0,0,0,211,7
2658,945,Video,TV show,Watching the TV having dinner,0.4261324821712865,0,0,0,211,5
2659,806,Image,Animals,Cat raising her cats,0.16008381349737766,2,0,0,211,8
2660,178,Image,Animals,Dog with glasses and smiling,0.860983545176953,13,5,3,211,0
2661,227,Image,Sports,Watching football on the TV,0.05662156687807063,0,0,0,211,6
2662,594,Video,Drink Brand,Heineken advertisement,0.6862361343248937,13,3,2,211,5
2663,542,Image,Sports,Kid watching champions league on mobile phone,0.22015779866325536,0,0,0,211,6
2664,822,Text,Sports,Playing paddle,0.5671111660385006,11,2,1,211,3
2665,906,Image,Animals,Grey cat jumping,0.4992587254202381,12,4,3,211,0
2666,423,Video,Sports,Cat playing football,0.9182631872246606,26,10,8,211,5
2667,452,Image,Music Artist,Led Zeppelin singing,0.8224720023161445,8,2,2,211,5
2668,323,Video,Computer games,Computer games shop,0.6773977457458933,8,2,2,211,7
2669,501,Video,Music Artist,Boy and girl dancing,0.5592942213277995,26,3,2,211,10
2670,414,Image,Music Artist,Viñarock tickets,0.270304963063304,3,0,0,211,1
2671,702,Video,TV show,Dog watching the TV,0.8044713554323132,3,2,2,211,3
2672,492,Image,Travels,Dancing on Machu Picchu,0.8187831307249672,9,4,4,211,1
2673,132,Video,Animals,Dog sleeping in bed,0.27086390276598626,2,1,1,212,6
2674,335,Video,Animals,Turtle eating,0.524509737194103,5,1,1,212,4
2675,571,Video,TV show,The Great British Baking Show,0.45399660503151074,2,1,1,212,0
2676,783,Video,Sports,Lakers vs Miami match,0.5218643776520036,9,4,1,212,8
2677,295,Image,Animals,Humans visiting the zoo,0.8028685611302234,9,3,2,212,4
2678,531,Image,Music Artist,Listening queen on the bed,0.7514779547140081,17,3,0,212,6
2679,418,Image,TV show,Black Batman costume,0.7132969357969537,15,7,5,212,3
2680,395,Image,Music Artist,Driving a car with music,0.8220159147710819,10,4,3,212,3
2681,222,Image,Computer games,Flappy bird creator,0.8046000478387005,12,1,0,212,1
2682,206,Image,Travels,Sydney Opera House performance,0.05753690013895563,0,0,0,212,1
2683,342,Image,Music Artist,Elvis Presley show,0.9655041503298066,13,4,3,213,4
2684,493,Image,Animals,Human touching his cat,0.37413566469845083,4,1,1,213,6
2685,552,Video,Sports,Watching football on the TV,0.6855499694126304,11,3,2,213,2
2686,985,Video,TV show,Arcane breaking rankings,0.30267215231509026,1,0,0,213,8
2687,793,Text,Music Artist,Piano classes academy,0.49666458129279945,4,2,2,213,7
2688,304,Image,Sports,Family running on the beach,0.5957142366952243,6,2,1,213,7
2689,511,Text,TV show,Black Batman costume,0.6648005388008803,6,2,1,213,3
2690,594,Image,Sports,Mbappe coming to Madrid,0.028769842503273524,0,0,0,213,5
2691,968,Image,News and present,Ukraine crisis,0.5545354200178123,7,2,2,213,4
2692,900,Image,TV show,Kid watching Better Call Saul,0.5102471491635642,4,2,1,213,6
2693,39,Image,Music Artist,Family singing,0.3673639633091751,10,3,2,213,4
2694,327,Image,Animals,Dog raising her dogs,0.3982579019037381,2,0,0,213,2
2695,24,Image,TV show,Dog watching the TV,0.7767517110484384,30,8,6,213,2
2696,87,Text,Sports,Visitors watching the Camp Nou,0.5314048465102253,10,3,3,213,6
2697,368,Image,Sports,Playing paddle,0.3494396888981558,3,1,1,213,5
2698,555,Text,Travels,Sydney Opera House performance,0.09678936868647237,0,0,0,213,8
2699,430,Image,Sports,Watching football on the TV,0.07319030859367459,2,0,0,213,1
2700,78,Image,Food,Oven cleaning,0.3099474439062584,1,1,1,214,1
2701,728,Video,Sports,Playing paddle,0.863934687077523,17,7,6,214,1
2702,930,Image,Sports,Visitors watching the Camp Nou,0.1435788291941752,1,0,0,214,2
2703,473,Text,TV show,Kid watching Better Call Saul,0.46158497711619906,5,2,2,214,5
2704,913,Image,Music Artist,AC/DC playing the guitar,0.6531943841697447,6,3,3,214,0
2705,387,Image,Music Artist,Listening queen on the bed,0.039089356697869504,0,0,0,214,7
2706,892,Video,Sports,Visitors watching the Camp Nou,0.6597394011134616,10,3,3,214,8
2707,362,Image,TV show,Dog watching the TV,0.9898508817064205,8,1,1,214,6
2708,147,Text,Sports,Kid watching champions league on mobile phone,0.7011876013078739,10,4,2,214,4
2709,376,Image,Music Artist,Elvis Presley show,0.24344299749939735,0,0,0,214,3
2710,495,Video,Music Artist,Boy and girl dancing,0.8713416964957306,4,2,2,214,3
2711,319,Image,Sports,Tokio Olympic games,0.31821225595285807,4,1,0,214,7
2712,662,Video,Music Artist,Elvis Presley show,0.2726280255564355,0,0,0,214,0
2713,603,Video,Sports,Playing paddle,0.1587692295740939,4,2,1,214,8
2714,643,Image,Animals,Cat raising her cats,0.41844910432530846,13,5,4,214,5
2715,909,Video,Food,Cheese fondue in Switzerland,0.5323285501255669,7,2,1,214,7
2716,789,Text,TV show,The Great British Baking Show,0.20728312615613442,1,0,0,214,4
2717,314,Image,Sports,Cat playing football,0.6578545851331381,11,2,2,214,5
2718,109,Image,Animals,Dog with glasses and smiling,0.8360206314861263,25,6,4,215,9
2719,813,Image,TV show,Arcane breaking rankings,0.44339210961596875,8,2,2,215,8
2720,107,Image,Music Artist,Driving a car with music,0.6095489811114592,10,3,2,215,5
2721,126,Video,Sports,Family running on the beach,0.9951546839210613,55,20,15,215,6
2722,11,Video,Music Artist,Listening queen on the bed,0.19963815612108593,1,0,0,215,4
2723,721,Image,Music Artist,Listening queen on the bed,0.9682214825244113,22,10,7,215,6
2724,65,Image,TV show,Black Batman costume,0.48129623056737514,6,3,2,215,7
2725,4,Text,TV show,Black Batman costume,0.3525687894579054,3,3,3,215,1
2726,829,Video,Music Artist,Listening queen on the bed,0.2689965006584769,1,0,0,215,5
2727,870,Image,TV show,Arcane breaking rankings,0.005938475546498512,0,0,0,215,6
2728,63,Image,Sports,Kid playing tennis,0.47491086921399583,5,1,1,216,2
2729,52,Video,News and present,Putin negates Ukraine peace agreement,0.8146063199244712,13,4,3,217,7
2730,790,Video,Sports,Playing paddle,0.21193283075989544,0,0,0,217,1
2731,535,Image,Animals,Dog eating,0.7861706592953488,16,4,4,217,2
2732,979,Image,Music Artist,Pink Floyd doing a talk,0.5611544228515708,1,1,1,217,4
2733,360,Image,Music Artist,1M of assistants in a concert,0.6663680874042188,9,3,2,217,0
2734,537,Image,Computer games,Play store menu,0.19177738753208162,2,1,1,217,4
2735,368,Image,Food,Coca-Cola factory visitors,0.4088731037324703,0,0,0,217,4
2736,850,Image,TV show,Watching the TV having dinner,0.44640433058327045,1,1,1,217,3
2737,17,Image,Music Artist,Led Zeppelin singing,0.27511216424380514,1,0,0,218,3
2738,847,Video,Food,Cheese fondue in Switzerland,0.6012047154266508,0,0,0,218,4
2739,245,Video,Food,Egyptian Cuisine program,0.46479119674207325,2,1,1,218,3
2740,611,Image,TV show,Black Batman costume,0.4230266264308201,7,3,3,218,7
2741,666,Text,TV show,Tv comedy,0.12905767722004047,1,0,0,218,9
2742,939,Image,Travels,Climbing a mountain,0.6303922490898506,16,5,4,218,2
2743,747,Image,TV show,Breaking bad scene,0.5054837171618175,1,0,0,218,4
2744,192,Text,Animals,Dog sleeping in bed,0.8883719269387035,30,12,10,218,0
2745,866,Image,Sports,Mbappe coming to Madrid,0.04929983712474162,0,0,0,219,4
2746,654,Video,TV show,Kid watching Better Call Saul,0.9055136580375504,15,9,9,219,7
2747,549,Video,TV show,Black Batman costume,0.9816976496244935,25,8,4,219,5
2748,830,Image,TV show,Arcane breaking rankings,0.18323461958494291,1,0,0,219,0
2749,352,Image,TV show,Breaking bad scene,0.8238953008820217,13,4,4,219,10
2750,324,Image,Computer games,Play store menu,0.9013360417541992,27,12,10,219,4
2751,546,Video,Computer games,Ibai Llanos streaming,0.9636847990867737,14,8,7,219,5
2752,394,Text,Music Artist,Led Zeppelin singing,0.6364290856855357,1,0,0,219,7
2753,770,Video,Food,Goulash in Hungary,0.2037842024350921,3,1,1,220,4
2754,268,Image,Music Artist,Eminem singing on NFL,0.6889426522374762,16,5,5,220,0
2755,492,Video,TV show,Dog watching the TV,0.6465308239420748,12,4,3,220,4
2756,513,Image,Sports,Visitors watching the Camp Nou,0.9078817921458547,30,11,9,220,1
2757,693,Text,TV show,Breaking bad scene,0.5345776059953107,5,2,2,220,7
2758,124,Video,Music Artist,Driving a car with music,0.023498102844401014,0,0,0,220,4
2759,305,Video,Animals,Turtle eating,0.030743301481612972,0,0,0,220,7
2760,843,Video,TV show,Almodovar on the Oscars gala,0.44026831349634976,6,1,1,220,8
2761,165,Image,Computer games,Tutorial of Valorant,0.45044599720562406,4,1,0,220,9
2762,178,Text,Animals,Giraffe smiling,0.23265193760328462,0,0,0,220,4
2763,524,Text,TV show,Kid watching Better Call Saul,0.5255865509884066,7,3,3,220,8
2764,28,Text,Sports,Lakers vs Miami match,0.425581881485274,3,0,0,220,7
2765,301,Video,TV show,Almodovar on the Oscars gala,0.33024140512262345,5,4,3,220,5
2766,345,Image,Travels,Kid imitating the Statue of Liberty in the USA,0.5567700470628147,9,4,2,220,1
2767,162,Image,Animals,Sad dog playing with a ball,0.8034183089570891,10,3,2,220,8
2768,568,Image,News and present,Messi is angry,0.44240762615894436,5,2,2,220,6
2769,4,Image,Sports,Cat playing football,0.23049298065481638,3,1,1,220,2
2770,31,Video,Food,Local food contest,0.7097577036975053,38,11,11,220,5
2771,238,Image,Drink Brand,Playing football with Gatorade,0.3974919115271335,5,2,2,220,7
2772,839,Video,Animals,Sad dog playing with a ball,0.34365631265399255,1,0,0,220,9
2773,173,Image,Sports,Watching football on the TV,0.3553343579706938,2,1,1,220,4
2774,876,Video,Sports,Cat playing football,0.8204539092258251,12,4,3,220,2
2775,677,Image,Sports,Lakers vs Miami match,0.2873884035475911,2,2,1,221,7
2776,236,Video,Computer games,Happy family playing Wii,0.6373296800703614,10,1,0,221,10
2777,931,Video,Animals,Dog sleeping in bed,0.8038835053664947,10,4,3,221,0
2778,23,Video,TV show,Watching the TV having dinner,0.8688469203960887,25,11,10,221,3
2779,861,Text,Music Artist,AC/DC playing the guitar,0.8916128462892151,9,1,1,221,7
2780,919,Image,Travels,Parthenon sunset,0.5360038230143329,3,0,0,221,5
2781,646,Text,Sports,Mbappe coming to Madrid,0.6176832181844971,9,2,1,221,5
2782,849,Video,Sports,Kid watching champions league on mobile phone,0.03694115937214515,0,0,0,221,5
2783,900,Text,TV show,Watching the TV having dinner,0.12105557234400832,1,0,0,221,1
2784,974,Text,Computer games,Happy family playing Wii,0.4832663686803298,0,0,0,221,8
2785,571,Text,Animals,Cat eating,0.03545261971499236,0,0,0,221,5
2786,615,Text,Music Artist,Viñarock tickets,0.13297501222826935,0,0,0,221,4
2787,414,Video,Computer games,League of legends game,0.18301018332456176,0,0,0,221,1
2788,690,Text,Computer games,Play store menu,0.5673574856693527,5,1,1,221,9
2789,835,Image,Music Artist,Driving a car with music,0.9502791171536993,8,1,1,221,6
2790,285,Video,Computer games,Ibai Llanos streaming,0.3018195917876395,3,2,2,221,3
2791,1,Text,Animals,Family in the safari,0.27058420309960696,4,0,0,221,4
2792,96,Text,Music Artist,Led Zeppelin singing,0.144671085631482,0,0,0,221,4
2793,122,Image,Music Artist,Michael Jackson dancing,0.15394773468657064,1,0,0,221,7
2794,373,Image,Music Artist,Pink Floyd doing a talk,0.5963483306725574,10,2,1,221,4
2795,929,Image,Animals,Rabbit sleeping,0.9845912385121611,7,2,1,221,3
2796,538,Video,Computer games,Happy family playing Wii,0.598573624996492,5,2,2,222,7
2797,260,Text,Animals,Elephant walking,0.3352199656444935,3,1,1,222,7
2798,601,Video,Music Artist,Listening queen on the bed,0.21151960138144,2,1,0,222,4
2799,475,Image,Animals,Human touching his cat,0.9758306817001373,7,2,2,222,7
2800,853,Image,Music Artist,Viñarock tickets,0.4046025241928495,2,1,0,222,7
2801,343,Text,Music Artist,Pink Floyd doing a talk,0.759121182918926,28,11,9,222,1
2802,102,Image,TV show,Dog watching the TV,0.4392865974104495,6,2,2,222,6
2803,114,Video,Sports,Tokio Olympic games,0.0721893693531509,1,0,0,222,2
2804,917,Text,Music Artist,Driving a car with music,0.353125083063505,2,1,1,222,3
2805,638,Video,Sports,Kid playing tennis,0.3181402719312446,6,3,1,222,2
2806,576,Video,TV show,Breaking bad scene,0.14673990018823257,2,0,0,222,5
2807,398,Image,Sports,Visitors watching the Camp Nou,0.40104673224683185,4,1,1,222,7
2808,361,Image,Sports,Family running on the beach,0.30480559858888157,3,0,0,222,6
2809,881,Image,TV show,Black Batman costume,0.8520270790627408,14,5,3,222,1
2810,880,Video,News and present,The rise of NFTs,0.7862476109855856,14,4,2,222,0
2811,643,Image,Animals,Giraffe smiling,0.9507647455565638,36,12,11,222,7
2812,227,Text,Sports,Family running on the beach,0.3762239295754979,1,1,1,222,1
2813,481,Image,Animals,Happy cat playing with a ball,0.774613939359734,5,1,1,222,1
2814,541,Image,TV show,The Great British Baking Show,0.16514379209716545,1,0,0,222,6
2815,393,Video,TV show,Arcane breaking rankings,0.5096788766326623,7,3,2,222,6
2816,824,Image,Sports,Tokio Olympic games,0.5530667395034382,4,2,1,222,1
2817,580,Text,TV show,The Great British Baking Show,0.15714973603161386,0,0,0,223,4
2818,100,Video,TV show,Breaking bad scene,0.2930741646000158,5,1,1,223,5
2819,251,Image,Animals,Rabbit sleeping,0.08373540028128124,0,0,0,223,4
2820,832,Text,TV show,Breaking bad scene,0.2226392464031488,0,0,0,223,4
2821,58,Text,Food,Coca-Cola factory visitors,0.213263200361405,2,2,2,223,9
2822,847,Video,Music Artist,Viñarock tickets,0.7266009777319022,6,3,1,223,8
2823,495,Text,Travels,Heat on Great Pyramid of Giza,0.23453598574150913,0,0,0,223,3
2824,694,Text,Sports,Watching football on the TV,0.4892649349469108,5,1,0,223,1
2825,857,Text,Animals,Elephant walking,0.16575970118302197,0,0,0,223,5
2826,116,Text,Computer games,League of legends game,0.577826042539844,6,1,0,223,8
2827,645,Video,Computer games,Red Nintendo DS,0.4844195927309939,2,0,0,223,3
2828,642,Image,TV show,The Great British Baking Show,0.5693570058388113,5,2,2,223,0
2829,404,Image,Music Artist,Eminem singing on NFL,0.4288958884592661,4,1,1,223,6
2830,110,Video,Sports,Mbappe coming to Madrid,0.34792364271053655,4,2,2,223,1
2831,396,Video,Computer games,League of legends game,0.2422983974314269,0,0,0,223,9
2832,781,Image,Sports,Visitors watching the Camp Nou,0.645506533190091,21,6,4,223,7
2833,433,Image,News and present,Fight for women,0.8848939271627165,10,5,5,223,0
2834,831,Image,News and present,The first malaria vaccine,0.930301223875944,14,4,3,223,3
2835,800,Video,TV show,The Great British Baking Show,0.021985572106597684,0,0,0,223,4
2836,260,Image,News and present,Ukraine crisis,0.1129117808717286,1,0,0,223,10
2837,237,Video,Sports,Kid playing tennis,0.212274576111792,1,0,0,223,7
2838,566,Image,Music Artist,Rap battle on the street,0.37814550479522524,0,0,0,223,1
2839,401,Image,Computer games,Tutorial of Valorant,0.6268603776629835,6,2,0,223,0
2840,703,Image,TV show,Dog watching the TV,0.03267787664232147,1,0,0,224,4
2841,34,Image,TV show,Black Batman costume,0.9621274962907909,34,7,5,224,6
2842,578,Video,Drink Brand,Playing football with Gatorade,0.07628182086412683,0,0,0,224,6
2843,519,Video,Music Artist,Piano classes academy,0.8869138652703541,27,10,7,224,7
2844,151,Image,Sports,Kid playing tennis,0.424798733502186,3,1,0,224,10
2845,475,Image,News and present,Tornadoes ravage central U.S.,0.16105697796072405,0,0,0,224,2
2846,964,Image,TV show,Dog watching the TV,0.559254905003882,1,1,1,224,7
2847,117,Video,Music Artist,Boy and girl dancing,0.5615060947048643,13,5,3,224,3
2848,812,Image,Music Artist,Pink Floyd doing a talk,0.995721796311611,55,26,19,224,8
2849,286,Image,Food,Family eating lasagne,0.8516475254441095,15,5,5,224,1
2850,995,Image,Sports,Cat playing football,0.043400894548231816,0,0,0,224,4
2851,349,Text,Sports,Cat playing football,0.37178969295376574,1,1,0,224,7
2852,722,Video,Sports,Watching football on the TV,0.25717471788822177,2,2,2,224,1
2853,941,Image,TV show,Kid watching Better Call Saul,0.8766222785110721,14,6,6,224,8
2854,192,Video,Sports,Mbappe coming to Madrid,0.9283390805799459,31,12,6,224,2
2855,175,Video,Music Artist,Driving a car with music,0.505596658945269,4,4,4,224,2
2856,759,Text,Computer games,League of legends game,0.5121020186430816,3,2,2,224,3
2857,680,Image,TV show,The Great British Baking Show,0.6802575205080532,9,4,2,224,2
2858,775,Image,Sports,Family running on the beach,0.12534966291283822,1,1,1,224,1
2859,501,Text,Sports,Family running on the beach,0.32722885346636554,7,2,2,224,1
2860,634,Image,TV show,Tv comedy,0.7874124448562051,27,10,9,224,7
2861,555,Video,Music Artist,Piano classes academy,0.33923062154052475,6,2,2,224,5
2862,194,Image,Computer games,Buying on Steam,0.5735183067533892,5,1,0,224,0
2863,9,Image,Drink Brand,Heineken advertisement,0.7612636899365,22,5,2,225,6
2864,172,Video,Sports,Kid watching champions league on mobile phone,0.5527819772511259,5,0,0,225,2
2865,453,Image,TV show,Breaking bad scene,0.6846644943122991,12,4,4,225,4
2866,322,Text,TV show,Family going to the cinema,0.01788944194039066,0,0,0,225,4
2867,851,Image,Animals,Dog sleeping in bed,0.27845930676371056,4,1,1,225,1
2868,972,Text,Sports,Playing paddle,0.7334760234878487,8,3,3,225,5
2869,597,Text,Music Artist,Michael Jackson dancing,0.019781615388861584,0,0,0,225,0
2870,974,Video,TV show,Black Batman costume,0.45599483708679833,1,0,0,225,6
2871,700,Text,Food,Goulash in Hungary,0.8728930365845857,7,1,0,226,4
2872,812,Image,Computer games,Auronplay playing Minecraft,0.534699740110199,9,1,1,226,5
2873,496,Image,Music Artist,Listening queen on the bed,0.5591471669918536,2,1,1,226,8
2874,139,Text,Sports,Watching football on the TV,0.7002235836697154,14,3,2,227,4
2875,467,Image,TV show,Watching the TV having dinner,0.23634198343396018,1,0,0,227,2
2876,859,Video,Computer games,Tutorial of Valorant,0.3297763164830968,2,1,1,227,7
2877,736,Video,Sports,Watching football on the TV,0.68877541866463,6,0,0,227,4
2878,194,Image,Sports,Lakers vs Miami match,0.7957901169756958,7,2,2,227,4
2879,823,Text,Travels,Climbing a mountain,0.9617557302516162,12,3,2,227,7
2880,282,Video,Music Artist,AC/DC playing the guitar,0.12375708276512543,4,1,1,227,3
2881,578,Image,Food,Oven cleaning,0.7308006605328496,16,4,4,227,7
2882,507,Video,News and present,The GameStop short squeeze,0.42013494763797876,8,2,1,227,7
2883,822,Text,TV show,Black Batman costume,0.5285719035607119,6,1,1,227,9
2884,528,Image,Animals,Humans visiting the zoo,0.7609888707273266,24,5,3,227,2
2885,214,Image,Animals,Giraffe smiling,0.6066194628456785,5,0,0,227,2
2886,356,Text,Food,Italian pizza with cheese,0.4106171043636211,3,1,1,227,7
2887,764,Image,Animals,Rabbit sleeping,0.8984349030313362,22,7,4,227,0
2888,204,Image,Sports,Playing paddle,0.4095702352740893,6,2,1,227,6
2889,798,Image,Sports,Family running on the beach,0.2543932088260594,1,0,0,227,7
2890,439,Video,News and present,The US Capitol riots,0.6070354232510767,6,1,1,227,3
2891,412,Video,TV show,Almodovar on the Oscars gala,0.7536784200831471,7,3,1,227,7
2892,743,Text,Travels,Taj Mahal sunset,0.34457557596949573,2,0,0,227,4
2893,427,Text,Music Artist,Boy and girl dancing,0.623479579983349,2,1,0,227,7
2894,775,Text,Sports,Kid playing tennis,0.4667004567572278,6,1,1,228,5
2895,646,Text,Animals,Book of 100 animals,0.4689314204421111,4,2,0,228,6
2896,918,Text,News and present,The US Capitol riots,0.2831245643858584,1,1,1,229,0
2897,69,Video,Animals,Rabbit sleeping,0.5229794234503757,1,0,0,229,6
2898,561,Image,Music Artist,Pink Floyd doing a talk,0.7351312188368023,2,2,2,229,4
2899,255,Text,Sports,Cat playing football,0.6515323171635381,17,3,2,229,6
2900,57,Image,Sports,Family running on the beach,0.9281024275540005,34,16,10,229,7
2901,323,Image,TV show,Breaking bad scene,0.45904939902339903,3,0,0,229,2
2902,500,Image,Food,Oven cleaning,0.9031365291615016,53,20,12,229,6
2903,889,Image,Computer games,Flappy bird creator,0.5349710558555112,2,0,0,229,8
2904,19,Video,Animals,Happy zebra playing on the floor,0.5555945567353096,14,3,1,229,9
2905,438,Image,Animals,Turtle eating,0.8503664893907567,21,8,6,229,4
2906,636,Text,TV show,Breaking bad scene,0.0670346771046505,0,0,0,229,9
2907,371,Video,Computer games,Red Nintendo DS,0.4177626616272079,2,0,0,230,2
2908,287,Video,Animals,Turtle eating,0.6294256060749845,14,4,4,230,4
2909,389,Image,Sports,Visitors watching the Camp Nou,0.8520637523223696,14,4,4,230,5
2910,510,Image,Music Artist,1M of assistants in a concert,0.5433639804171428,12,2,2,230,3
2911,840,Image,TV show,Dog watching the TV,0.07435174281280854,0,0,0,230,7
2912,348,Text,TV show,Arcane breaking rankings,0.8461444786197306,14,2,2,230,7
2913,950,Image,TV show,Black Batman costume,0.03619894585854089,0,0,0,230,6
2914,861,Image,Sports,Kid watching champions league on mobile phone,0.5024742985343479,2,0,0,230,5
2915,325,Image,Animals,Rabbit sleeping,0.9712258794270879,35,11,9,230,8
2916,766,Video,Sports,Kid watching champions league on mobile phone,0.8612602497346331,16,4,4,230,0
2917,331,Video,Sports,Cat playing football,0.7244940928239486,6,1,1,230,5
2918,993,Image,Music Artist,Pink Floyd doing a talk,0.5317368798301558,2,1,0,231,4
2919,945,Video,Sports,Family running on the beach,0.13318188373861184,0,0,0,231,2
2920,239,Text,News and present,The GameStop short squeeze,0.520146321209063,3,0,0,231,1
2921,56,Video,Music Artist,Elvis Presley show,0.11801314266853902,2,0,0,232,3
